Time [sec] - Plot 0	Current [mA] - Plot 0
5361	5,56706
5362	5,56768
5363	5,56831
5364	5,56894
5365	5,56957
5366	5,57019
5367	5,57082
5368	5,57145
5369	5,57207
5370	5,5727
5371	5,57333
5372	5,57396
5373	5,57458
5374	5,57521
5375	5,57584
5376	5,57646
5377	5,57709
5378	5,57772
5379	5,57834
5380	5,57897
5381	5,57959
5382	5,58022
5383	5,58085
5384	5,58147
5385	5,5821
5386	5,58273
5387	5,58335
5388	5,58398
5389	5,5846
5390	5,58523
5391	5,58586
5392	5,58648
5393	5,58711
5394	5,58773
5395	5,58836
5396	5,58899
5397	5,58961
5398	5,59024
5399	5,59086
5400	5,59149
5401	5,59211
5402	5,59274
5403	5,59336
5404	5,59399
5405	5,59462
5406	5,59524
5407	5,59587
5408	5,59649
5409	5,59712
5410	5,59774
5411	5,59837
5412	5,59899
5413	5,59962
5414	5,60024
5415	5,60087
5416	5,60149
5417	5,60212
5418	5,60274
5419	5,60336
5420	5,60399
5421	5,60461
5422	5,60524
5423	5,60586
5424	5,60649
5425	5,60711
5426	5,60774
5427	5,60836
5428	5,60898
5429	5,60961
5430	5,61023
5431	5,61086
5432	5,61148
5433	5,6121
5434	5,61273
5435	5,61335
5436	5,61398
5437	5,6146
5438	5,61522
5439	5,61585
5440	5,61647
5441	5,61709
5442	5,61772
5443	5,61834
5444	5,61896
5445	5,61959
5446	5,62021
5447	5,62083
5448	5,62146
5449	5,62208
5450	5,6227
5451	5,62333
5452	5,62395
5453	5,62457
5454	5,6252
5455	5,62582
5456	5,62644
5457	5,62706
5458	5,62769
5459	5,62831
5460	5,62893
5461	5,62955
5462	5,63018
5463	5,6308
5464	5,63142
5465	5,63204
5466	5,63267
5467	5,63329
5468	5,63391
5469	5,63453
5470	5,63516
5471	5,63578
5472	5,6364
5473	5,63702
5474	5,63764
5475	5,63827
5476	5,63889
5477	5,63951
5478	5,64013
5479	5,64075
5480	5,64137
5481	5,642
5482	5,64262
5483	5,64324
5484	5,64386
5485	5,64448
5486	5,6451
5487	5,64573
5488	5,64635
5489	5,64697
5490	5,64759
5491	5,64821
5492	5,64883
5493	5,64945
5494	5,65007
5495	5,65069
5496	5,65131
5497	5,65194
5498	5,65256
5499	5,65318
5500	5,6538
5501	5,65442
5502	5,65504
5503	5,65566
5504	5,65628
5505	5,6569
5506	5,65752
5507	5,65814
5508	5,65876
5509	5,65938
5510	5,66
5511	5,66062
5512	5,66124
5513	5,66186
5514	5,66248
5515	5,6631
5516	5,66372
5517	5,66434
5518	5,66496
5519	5,66558
5520	5,6662
5521	5,66682
5522	5,66744
5523	5,66806
5524	5,66868
5525	5,6693
5526	5,66992
5527	5,67054
5528	5,67116
5529	5,67178
5530	5,6724
5531	5,67302
5532	5,67363
5533	5,67425
5534	5,67487
5535	5,67549
5536	5,67611
5537	5,67673
5538	5,67735
5539	5,67797
5540	5,67859
5541	5,6792
5542	5,67982
5543	5,68044
5544	5,68106
5545	5,68168
5546	5,6823
5547	5,68292
5548	5,68353
5549	5,68415
5550	5,68477
5551	5,68539
5552	5,68601
5553	5,68662
5554	5,68724
5555	5,68786
5556	5,68848
5557	5,6891
5558	5,68971
5559	5,69033
5560	5,69095
5561	5,69157
5562	5,69219
5563	5,6928
5564	5,69342
5565	5,69404
5566	5,69466
5567	5,69527
5568	5,69589
5569	5,69651
5570	5,69713
5571	5,69774
5572	5,69836
5573	5,69898
5574	5,69959
5575	5,70021
5576	5,70083
5577	5,70144
5578	5,70206
5579	5,70268
5580	5,7033
5581	5,70391
5582	5,70453
5583	5,70515
5584	5,70576
5585	5,70638
5586	5,70699
5587	5,70761
5588	5,70823
5589	5,70884
5590	5,70946
5591	5,71008
5592	5,71069
5593	5,71131
5594	5,71192
5595	5,71254
5596	5,71316
5597	5,71377
5598	5,71439
5599	5,715
5600	5,71562
5601	5,71624
5602	5,71685
5603	5,71747
5604	5,71808
5605	5,7187
5606	5,71931
5607	5,71993
5608	5,72055
5609	5,72116
5610	5,72178
5611	5,72239
5612	5,72301
5613	5,72362
5614	5,72424
5615	5,72485
5616	5,72547
5617	5,72608
5618	5,7267
5619	5,72731
5620	5,72793
5621	5,72854
5622	5,72916
5623	5,72977
5624	5,73039
5625	5,731
5626	5,73161
5627	5,73223
5628	5,73284
5629	5,73346
5630	5,73407
5631	5,73469
5632	5,7353
5633	5,73591
5634	5,73653
5635	5,73714
5636	5,73776
5637	5,73837
5638	5,73898
5639	5,7396
5640	5,74021
5641	5,74083
5642	5,74144
5643	5,74205
5644	5,74267
5645	5,74328
5646	5,74389
5647	5,74451
5648	5,74512
5649	5,74573
5650	5,74635
5651	5,74696
5652	5,74757
5653	5,74819
5654	5,7488
5655	5,74941
5656	5,75003
5657	5,75064
5658	5,75125
5659	5,75187
5660	5,75248
5661	5,75309
5662	5,7537
5663	5,75432
5664	5,75493
5665	5,75554
5666	5,75616
5667	5,75677
5668	5,75738
5669	5,75799
5670	5,7586
5671	5,75922
5672	5,75983
5673	5,76044
5674	5,76105
5675	5,76167
5676	5,76228
5677	5,76289
5678	5,7635
5679	5,76411
5680	5,76473
5681	5,76534
5682	5,76595
5683	5,76656
5684	5,76717
5685	5,76778
5686	5,7684
5687	5,76901
5688	5,76962
5689	5,77023
5690	5,77084
5691	5,77145
5692	5,77206
5693	5,77268
5694	5,77329
5695	5,7739
5696	5,77451
5697	5,77512
5698	5,77573
5699	5,77634
5700	5,77695
5701	5,77756
5702	5,77817
5703	5,77878
5704	5,7794
5705	5,78001
5706	5,78062
5707	5,78123
5708	5,78184
5709	5,78245
5710	5,78306
5711	5,78367
5712	5,78428
5713	5,78489
5714	5,7855
5715	5,78611
5716	5,78672
5717	5,78733
5718	5,78794
5719	5,78855
5720	5,78916
5721	5,78977
5722	5,79038
5723	5,79099
5724	5,7916
5725	5,79221
5726	5,79282
5727	5,79343
5728	5,79404
5729	5,79465
5730	5,79526
5731	5,79587
5732	5,79647
5733	5,79708
5734	5,79769
5735	5,7983
5736	5,79891
5737	5,79952
5738	5,80013
5739	5,80074
5740	5,80135
5741	5,80196
5742	5,80256
5743	5,80317
5744	5,80378
5745	5,80439
5746	5,805
5747	5,80561
5748	5,80622
5749	5,80683
5750	5,80743
5751	5,80804
5752	5,80865
5753	5,80926
5754	5,80987
5755	5,81047
5756	5,81108
5757	5,81169
5758	5,8123
5759	5,81291
5760	5,81351
5761	5,81412
5762	5,81473
5763	5,81534
5764	5,81595
5765	5,81655
5766	5,81716
5767	5,81777
5768	5,81838
5769	5,81898
5770	5,81959
5771	5,8202
5772	5,82081
5773	5,82141
5774	5,82202
5775	5,82263
5776	5,82323
5777	5,82384
5778	5,82445
5779	5,82506
5780	5,82566
5781	5,82627
5782	5,82688
5783	5,82748
5784	5,82809
5785	5,8287
5786	5,8293
5787	5,82991
5788	5,83052
5789	5,83112
5790	5,83173
5791	5,83234
5792	5,83294
5793	5,83355
5794	5,83415
5795	5,83476
5796	5,83537
5797	5,83597
5798	5,83658
5799	5,83718
5800	5,83779
5801	5,8384
5802	5,839
5803	5,83961
5804	5,84021
5805	5,84082
5806	5,84142
5807	5,84203
5808	5,84264
5809	5,84324
5810	5,84385
5811	5,84445
5812	5,84506
5813	5,84566
5814	5,84627
5815	5,84687
5816	5,84748
5817	5,84808
5818	5,84869
5819	5,84929
5820	5,8499
5821	5,8505
5822	5,85111
5823	5,85171
5824	5,85232
5825	5,85292
5826	5,85353
5827	5,85413
5828	5,85474
5829	5,85534
5830	5,85594
5831	5,85655
5832	5,85715
5833	5,85776
5834	5,85836
5835	5,85897
5836	5,85957
5837	5,86017
5838	5,86078
5839	5,86138
5840	5,86199
5841	5,86259
5842	5,86319
5843	5,8638
5844	5,8644
5845	5,86501
5846	5,86561
5847	5,86621
5848	5,86682
5849	5,86742
5850	5,86802
5851	5,86863
5852	5,86923
5853	5,86983
5854	5,87044
5855	5,87104
5856	5,87164
5857	5,87225
5858	5,87285
5859	5,87345
5860	5,87405
5861	5,87466
5862	5,87526
5863	5,87586
5864	5,87647
5865	5,87707
5866	5,87767
5867	5,87827
5868	5,87888
5869	5,87948
5870	5,88008
5871	5,88068
5872	5,88129
5873	5,88189
5874	5,88249
5875	5,88309
5876	5,88369
5877	5,8843
5878	5,8849
5879	5,8855
5880	5,8861
5881	5,8867
5882	5,88731
5883	5,88791
5884	5,88851
5885	5,88911
5886	5,88971
5887	5,89031
5888	5,89092
5889	5,89152
5890	5,89212
5891	5,89272
5892	5,89332
5893	5,89392
5894	5,89452
5895	5,89513
5896	5,89573
5897	5,89633
5898	5,89693
5899	5,89753
5900	5,89813
5901	5,89873
5902	5,89933
5903	5,89993
5904	5,90053
5905	5,90113
5906	5,90174
5907	5,90234
5908	5,90294
5909	5,90354
5910	5,90414
5911	5,90474
5912	5,90534
5913	5,90594
5914	5,90654
5915	5,90714
5916	5,90774
5917	5,90834
5918	5,90894
5919	5,90954
5920	5,91014
5921	5,91074
5922	5,91134
5923	5,91194
5924	5,91254
5925	5,91314
5926	5,91374
5927	5,91434
5928	5,91494
5929	5,91554
5930	5,91614
5931	5,91673
5932	5,91733
5933	5,91793
5934	5,91853
5935	5,91913
5936	5,91973
5937	5,92033
5938	5,92093
5939	5,92153
5940	5,92213
5941	5,92273
5942	5,92332
5943	5,92392
5944	5,92452
5945	5,92512
5946	5,92572
5947	5,92632
5948	5,92692
5949	5,92751
5950	5,92811
5951	5,92871
5952	5,92931
5953	5,92991
5954	5,93051
5955	5,9311
5956	5,9317
5957	5,9323
5958	5,9329
5959	5,9335
5960	5,93409
5961	5,93469
5962	5,93529
5963	5,93589
5964	5,93649
5965	5,93708
5966	5,93768
5967	5,93828
5968	5,93888
5969	5,93947
5970	5,94007
5971	5,94067
5972	5,94127
5973	5,94186
5974	5,94246
5975	5,94306
5976	5,94365
5977	5,94425
5978	5,94485
5979	5,94545
5980	5,94604
5981	5,94664
5982	5,94724
5983	5,94783
5984	5,94843
5985	5,94903
5986	5,94962
5987	5,95022
5988	5,95082
5989	5,95141
5990	5,95201
5991	5,95261
5992	5,9532
5993	5,9538
5994	5,95439
5995	5,95499
5996	5,95559
5997	5,95618
5998	5,95678
5999	5,95737
6000	5,95797
6001	5,95857
6002	5,95916
6003	5,95976
6004	5,96035
6005	5,96095
6006	5,96154
6007	5,96214
6008	5,96274
6009	5,96333
6010	5,96393
6011	5,96452
6012	5,96512
6013	5,96571
6014	5,96631
6015	5,9669
6016	5,9675
6017	5,96809
6018	5,96869
6019	5,96928
6020	5,96988
6021	5,97047
6022	5,97107
6023	5,97166
6024	5,97226
6025	5,97285
6026	5,97345
6027	5,97404
6028	5,97464
6029	5,97523
6030	5,97582
6031	5,97642
6032	5,97701
6033	5,97761
6034	5,9782
6035	5,9788
6036	5,97939
6037	5,97998
6038	5,98058
6039	5,98117
6040	5,98177
6041	5,98236
6042	5,98295
6043	5,98355
6044	5,98414
6045	5,98473
6046	5,98533
6047	5,98592
6048	5,98651
6049	5,98711
6050	5,9877
6051	5,98829
6052	5,98889
6053	5,98948
6054	5,99007
6055	5,99067
6056	5,99126
6057	5,99185
6058	5,99245
6059	5,99304
6060	5,99363
6061	5,99423
6062	5,99482
6063	5,99541
6064	5,996
6065	5,9966
6066	5,99719
6067	5,99778
6068	5,99837
6069	5,99897
6070	5,99956
6071	6,00015
6072	6,00074
6073	6,00134
6074	6,00193
6075	6,00252
6076	6,00311
6077	6,0037
6078	6,0043
6079	6,00489
6080	6,00548
6081	6,00607
6082	6,00666
6083	6,00725
6084	6,00785
6085	6,00844
6086	6,00903
6087	6,00962
6088	6,01021
6089	6,0108
6090	6,0114
6091	6,01199
6092	6,01258
6093	6,01317
6094	6,01376
6095	6,01435
6096	6,01494
6097	6,01553
6098	6,01612
6099	6,01672
6100	6,01731
6101	6,0179
6102	6,01849
6103	6,01908
6104	6,01967
6105	6,02026
6106	6,02085
6107	6,02144
6108	6,02203
6109	6,02262
6110	6,02321
6111	6,0238
6112	6,02439
6113	6,02498
6114	6,02557
6115	6,02616
6116	6,02675
6117	6,02734
6118	6,02793
6119	6,02852
6120	6,02911
6121	6,0297
6122	6,03029
6123	6,03088
6124	6,03147
6125	6,03206
6126	6,03265
6127	6,03324
6128	6,03383
6129	6,03442
6130	6,03501
6131	6,0356
6132	6,03619
6133	6,03678
6134	6,03737
6135	6,03795
6136	6,03854
6137	6,03913
6138	6,03972
6139	6,04031
6140	6,0409
6141	6,04149
6142	6,04208
6143	6,04267
6144	6,04325
6145	6,04384
6146	6,04443
6147	6,04502
6148	6,04561
6149	6,0462
6150	6,04679
6151	6,04737
6152	6,04796
6153	6,04855
6154	6,04914
6155	6,04973
6156	6,05031
6157	6,0509
6158	6,05149
6159	6,05208
6160	6,05267
6161	6,05325
6162	6,05384
6163	6,05443
6164	6,05502
6165	6,0556
6166	6,05619
6167	6,05678
6168	6,05737
6169	6,05795
6170	6,05854
6171	6,05913
6172	6,05972
6173	6,0603
6174	6,06089
6175	6,06148
6176	6,06206
6177	6,06265
6178	6,06324
6179	6,06382
6180	6,06441
6181	6,065
6182	6,06558
6183	6,06617
6184	6,06676
6185	6,06734
6186	6,06793
6187	6,06852
6188	6,0691
6189	6,06969
6190	6,07028
6191	6,07086
6192	6,07145
6193	6,07204
6194	6,07262
6195	6,07321
6196	6,07379
6197	6,07438
6198	6,07497
6199	6,07555
6200	6,07614
6201	6,07672
6202	6,07731
6203	6,07789
6204	6,07848
6205	6,07907
6206	6,07965
6207	6,08024
6208	6,08082
6209	6,08141
6210	6,08199
6211	6,08258
6212	6,08316
6213	6,08375
6214	6,08433
6215	6,08492
6216	6,0855
6217	6,08609
6218	6,08667
6219	6,08726
6220	6,08784
6221	6,08843
6222	6,08901
6223	6,0896
6224	6,09018
6225	6,09077
6226	6,09135
6227	6,09193
6228	6,09252
6229	6,0931
6230	6,09369
6231	6,09427
6232	6,09486
6233	6,09544
6234	6,09602
6235	6,09661
6236	6,09719
6237	6,09778
6238	6,09836
6239	6,09894
6240	6,09953
6241	6,10011
6242	6,10069
6243	6,10128
6244	6,10186
6245	6,10245
6246	6,10303
6247	6,10361
6248	6,1042
6249	6,10478
6250	6,10536
6251	6,10595
6252	6,10653
6253	6,10711
6254	6,1077
6255	6,10828
6256	6,10886
6257	6,10944
6258	6,11003
6259	6,11061
6260	6,11119
6261	6,11178
6262	6,11236
6263	6,11294
6264	6,11352
6265	6,11411
6266	6,11469
6267	6,11527
6268	6,11585
6269	6,11643
6270	6,11702
6271	6,1176
6272	6,11818
6273	6,11876
6274	6,11935
6275	6,11993
6276	6,12051
6277	6,12109
6278	6,12167
6279	6,12226
6280	6,12284
6281	6,12342
6282	6,124
6283	6,12458
6284	6,12516
6285	6,12574
6286	6,12633
6287	6,12691
6288	6,12749
6289	6,12807
6290	6,12865
6291	6,12923
6292	6,12981
6293	6,13039
6294	6,13098
6295	6,13156
6296	6,13214
6297	6,13272
6298	6,1333
6299	6,13388
6300	6,13446
6301	6,13504
6302	6,13562
6303	6,1362
6304	6,13678
6305	6,13736
6306	6,13794
6307	6,13852
6308	6,1391
6309	6,13969
6310	6,14027
6311	6,14085
6312	6,14143
6313	6,14201
6314	6,14259
6315	6,14317
6316	6,14375
6317	6,14433
6318	6,14491
6319	6,14548
6320	6,14606
6321	6,14664
6322	6,14722
6323	6,1478
6324	6,14838
6325	6,14896
6326	6,14954
6327	6,15012
6328	6,1507
6329	6,15128
6330	6,15186
6331	6,15244
6332	6,15302
6333	6,1536
6334	6,15418
6335	6,15475
6336	6,15533
6337	6,15591
6338	6,15649
6339	6,15707
6340	6,15765
6341	6,15823
6342	6,15881
6343	6,15938
6344	6,15996
6345	6,16054
6346	6,16112
6347	6,1617
6348	6,16228
6349	6,16285
6350	6,16343
6351	6,16401
6352	6,16459
6353	6,16517
6354	6,16574
6355	6,16632
6356	6,1669
6357	6,16748
6358	6,16806
6359	6,16863
6360	6,16921
6361	6,16979
6362	6,17037
6363	6,17094
6364	6,17152
6365	6,1721
6366	6,17268
6367	6,17325
6368	6,17383
6369	6,17441
6370	6,17499
6371	6,17556
6372	6,17614
6373	6,17672
6374	6,17729
6375	6,17787
6376	6,17845
6377	6,17902
6378	6,1796
6379	6,18018
6380	6,18075
6381	6,18133
6382	6,18191
6383	6,18248
6384	6,18306
6385	6,18364
6386	6,18421
6387	6,18479
6388	6,18537
6389	6,18594
6390	6,18652
6391	6,18709
6392	6,18767
6393	6,18825
6394	6,18882
6395	6,1894
6396	6,18997
6397	6,19055
6398	6,19113
6399	6,1917
6400	6,19228
6401	6,19285
6402	6,19343
6403	6,194
6404	6,19458
6405	6,19515
6406	6,19573
6407	6,1963
6408	6,19688
6409	6,19745
6410	6,19803
6411	6,19861
6412	6,19918
6413	6,19976
6414	6,20033
6415	6,2009
6416	6,20148
6417	6,20205
6418	6,20263
6419	6,2032
6420	6,20378
6421	6,20435
6422	6,20493
6423	6,2055
6424	6,20608
6425	6,20665
6426	6,20723
6427	6,2078
6428	6,20837
6429	6,20895
6430	6,20952
6431	6,2101
6432	6,21067
6433	6,21124
6434	6,21182
6435	6,21239
6436	6,21297
6437	6,21354
6438	6,21411
6439	6,21469
6440	6,21526
6441	6,21583
6442	6,21641
6443	6,21698
6444	6,21755
6445	6,21813
6446	6,2187
6447	6,21927
6448	6,21985
6449	6,22042
6450	6,22099
6451	6,22157
6452	6,22214
6453	6,22271
6454	6,22329
6455	6,22386
6456	6,22443
6457	6,225
6458	6,22558
6459	6,22615
6460	6,22672
6461	6,22729
6462	6,22787
6463	6,22844
6464	6,22901
6465	6,22958
6466	6,23016
6467	6,23073
6468	6,2313
6469	6,23187
6470	6,23244
6471	6,23302
6472	6,23359
6473	6,23416
6474	6,23473
6475	6,2353
6476	6,23588
6477	6,23645
6478	6,23702
6479	6,23759
6480	6,23816
6481	6,23873
6482	6,23931
6483	6,23988
6484	6,24045
6485	6,24102
6486	6,24159
6487	6,24216
6488	6,24273
6489	6,2433
6490	6,24388
6491	6,24445
6492	6,24502
6493	6,24559
6494	6,24616
6495	6,24673
6496	6,2473
6497	6,24787
6498	6,24844
6499	6,24901
6500	6,24958
6501	6,25015
6502	6,25072
6503	6,25129
6504	6,25186
6505	6,25244
6506	6,25301
6507	6,25358
6508	6,25415
6509	6,25472
6510	6,25529
6511	6,25586
6512	6,25643
6513	6,257
6514	6,25757
6515	6,25814
6516	6,2587
6517	6,25927
6518	6,25984
6519	6,26041
6520	6,26098
6521	6,26155
6522	6,26212
6523	6,26269
6524	6,26326
6525	6,26383
6526	6,2644
6527	6,26497
6528	6,26554
6529	6,26611
6530	6,26668
6531	6,26724
6532	6,26781
6533	6,26838
6534	6,26895
6535	6,26952
6536	6,27009
6537	6,27066
6538	6,27123
6539	6,27179
6540	6,27236
6541	6,27293
6542	6,2735
6543	6,27407
6544	6,27464
6545	6,27521
6546	6,27577
6547	6,27634
6548	6,27691
6549	6,27748
6550	6,27805
6551	6,27861
6552	6,27918
6553	6,27975
6554	6,28032
6555	6,28088
6556	6,28145
6557	6,28202
6558	6,28259
6559	6,28316
6560	6,28372
6561	6,28429
6562	6,28486
6563	6,28543
6564	6,28599
6565	6,28656
6566	6,28713
6567	6,28769
6568	6,28826
6569	6,28883
6570	6,2894
6571	6,28996
6572	6,29053
6573	6,2911
6574	6,29166
6575	6,29223
6576	6,2928
6577	6,29336
6578	6,29393
6579	6,2945
6580	6,29506
6581	6,29563
6582	6,29619
6583	6,29676
6584	6,29733
6585	6,29789
6586	6,29846
6587	6,29903
6588	6,29959
6589	6,30016
6590	6,30072
6591	6,30129
6592	6,30186
6593	6,30242
6594	6,30299
6595	6,30355
6596	6,30412
6597	6,30468
6598	6,30525
6599	6,30582
6600	6,30638
6601	6,30695
6602	6,30751
6603	6,30808
6604	6,30864
6605	6,30921
6606	6,30977
6607	6,31034
6608	6,3109
6609	6,31147
6610	6,31203
6611	6,3126
6612	6,31316
6613	6,31373
6614	6,31429
6615	6,31486
6616	6,31542
6617	6,31599
6618	6,31655
6619	6,31712
6620	6,31768
6621	6,31824
6622	6,31881
6623	6,31937
6624	6,31994
6625	6,3205
6626	6,32107
6627	6,32163
6628	6,32219
6629	6,32276
6630	6,32332
6631	6,32389
6632	6,32445
6633	6,32501
6634	6,32558
6635	6,32614
6636	6,3267
6637	6,32727
6638	6,32783
6639	6,32839
6640	6,32896
6641	6,32952
6642	6,33008
6643	6,33065
6644	6,33121
6645	6,33177
6646	6,33234
6647	6,3329
6648	6,33346
6649	6,33403
6650	6,33459
6651	6,33515
6652	6,33572
6653	6,33628
6654	6,33684
6655	6,3374
6656	6,33797
6657	6,33853
6658	6,33909
6659	6,33965
6660	6,34022
6661	6,34078
6662	6,34134
6663	6,3419
6664	6,34247
6665	6,34303
6666	6,34359
6667	6,34415
6668	6,34471
6669	6,34528
6670	6,34584
6671	6,3464
6672	6,34696
6673	6,34752
6674	6,34808
6675	6,34865
6676	6,34921
6677	6,34977
6678	6,35033
6679	6,35089
6680	6,35145
6681	6,35202
6682	6,35258
6683	6,35314
6684	6,3537
6685	6,35426
6686	6,35482
6687	6,35538
6688	6,35594
6689	6,3565
6690	6,35706
6691	6,35763
6692	6,35819
6693	6,35875
6694	6,35931
6695	6,35987
6696	6,36043
6697	6,36099
6698	6,36155
6699	6,36211
6700	6,36267
6701	6,36323
6702	6,36379
6703	6,36435
6704	6,36491
6705	6,36547
6706	6,36603
6707	6,36659
6708	6,36715
6709	6,36771
6710	6,36827
6711	6,36883
6712	6,36939
6713	6,36995
6714	6,37051
6715	6,37107
6716	6,37163
6717	6,37219
6718	6,37275
6719	6,37331
6720	6,37387
6721	6,37443
6722	6,37499
6723	6,37555
6724	6,37611
6725	6,37666
6726	6,37722
6727	6,37778
6728	6,37834
6729	6,3789
6730	6,37946
6731	6,38002
6732	6,38058
6733	6,38114
6734	6,38169
6735	6,38225
6736	6,38281
6737	6,38337
6738	6,38393
6739	6,38449
6740	6,38505
6741	6,3856
6742	6,38616
6743	6,38672
6744	6,38728
6745	6,38784
6746	6,38839
6747	6,38895
6748	6,38951
6749	6,39007
6750	6,39063
6751	6,39118
6752	6,39174
6753	6,3923
6754	6,39286
6755	6,39341
6756	6,39397
6757	6,39453
6758	6,39509
6759	6,39564
6760	6,3962
6761	6,39676
6762	6,39732
6763	6,39787
6764	6,39843
6765	6,39899
6766	6,39955
6767	6,4001
6768	6,40066
6769	6,40122
6770	6,40177
6771	6,40233
6772	6,40289
6773	6,40344
6774	6,404
6775	6,40456
6776	6,40511
6777	6,40567
6778	6,40623
6779	6,40678
6780	6,40734
6781	6,40789
6782	6,40845
6783	6,40901
6784	6,40956
6785	6,41012
6786	6,41068
6787	6,41123
6788	6,41179
6789	6,41234
6790	6,4129
6791	6,41345
6792	6,41401
6793	6,41457
6794	6,41512
6795	6,41568
6796	6,41623
6797	6,41679
6798	6,41734
6799	6,4179
6800	6,41845
6801	6,41901
6802	6,41957
6803	6,42012
6804	6,42068
6805	6,42123
6806	6,42179
6807	6,42234
6808	6,4229
6809	6,42345
6810	6,42401
6811	6,42456
6812	6,42511
6813	6,42567
6814	6,42622
6815	6,42678
6816	6,42733
6817	6,42789
6818	6,42844
6819	6,429
6820	6,42955
6821	6,43011
6822	6,43066
6823	6,43121
6824	6,43177
6825	6,43232
6826	6,43288
6827	6,43343
6828	6,43398
6829	6,43454
6830	6,43509
6831	6,43565
6832	6,4362
6833	6,43675
6834	6,43731
6835	6,43786
6836	6,43841
6837	6,43897
6838	6,43952
6839	6,44007
6840	6,44063
6841	6,44118
6842	6,44173
6843	6,44229
6844	6,44284
6845	6,44339
6846	6,44395
6847	6,4445
6848	6,44505
6849	6,4456
6850	6,44616
6851	6,44671
6852	6,44726
6853	6,44782
6854	6,44837
6855	6,44892
6856	6,44947
6857	6,45003
6858	6,45058
6859	6,45113
6860	6,45168
6861	6,45223
6862	6,45279
6863	6,45334
6864	6,45389
6865	6,45444
6866	6,455
6867	6,45555
6868	6,4561
6869	6,45665
6870	6,4572
6871	6,45775
6872	6,45831
6873	6,45886
6874	6,45941
6875	6,45996
6876	6,46051
6877	6,46106
6878	6,46162
6879	6,46217
6880	6,46272
6881	6,46327
6882	6,46382
6883	6,46437
6884	6,46492
6885	6,46547
6886	6,46603
6887	6,46658
6888	6,46713
6889	6,46768
6890	6,46823
6891	6,46878
6892	6,46933
6893	6,46988
6894	6,47043
6895	6,47098
6896	6,47153
6897	6,47208
6898	6,47263
6899	6,47318
6900	6,47373
6901	6,47428
6902	6,47483
6903	6,47538
6904	6,47593
6905	6,47648
6906	6,47703
6907	6,47758
6908	6,47813
6909	6,47868
6910	6,47923
6911	6,47978
6912	6,48033
6913	6,48088
6914	6,48143
6915	6,48198
6916	6,48253
6917	6,48308
6918	6,48363
6919	6,48418
6920	6,48473
6921	6,48528
6922	6,48583
6923	6,48638
6924	6,48693
6925	6,48748
6926	6,48802
6927	6,48857
6928	6,48912
6929	6,48967
6930	6,49022
6931	6,49077
6932	6,49132
6933	6,49187
6934	6,49241
6935	6,49296
6936	6,49351
6937	6,49406
6938	6,49461
6939	6,49516
6940	6,49571
6941	6,49625
6942	6,4968
6943	6,49735
6944	6,4979
6945	6,49845
6946	6,49899
6947	6,49954
6948	6,50009
6949	6,50064
6950	6,50119
6951	6,50173
6952	6,50228
6953	6,50283
6954	6,50338
6955	6,50392
6956	6,50447
6957	6,50502
6958	6,50557
6959	6,50611
6960	6,50666
6961	6,50721
6962	6,50776
6963	6,5083
6964	6,50885
6965	6,5094
6966	6,50994
6967	6,51049
6968	6,51104
6969	6,51158
6970	6,51213
6971	6,51268
6972	6,51322
6973	6,51377
6974	6,51432
6975	6,51486
6976	6,51541
6977	6,51596
6978	6,5165
6979	6,51705
6980	6,5176
6981	6,51814
6982	6,51869
6983	6,51924
6984	6,51978
6985	6,52033
6986	6,52087
6987	6,52142
6988	6,52197
6989	6,52251
6990	6,52306
6991	6,5236
6992	6,52415
6993	6,52469
6994	6,52524
6995	6,52579
6996	6,52633
6997	6,52688
6998	6,52742
6999	6,52797
7000	6,52851
7001	6,52906
7002	6,5296
7003	6,53015
7004	6,53069
7005	6,53124
7006	6,53178
7007	6,53233
7008	6,53287
7009	6,53342
7010	6,53396
7011	6,53451
7012	6,53505
7013	6,5356
7014	6,53614
7015	6,53669
7016	6,53723
7017	6,53778
7018	6,53832
7019	6,53886
7020	6,53941
7021	6,53995
7022	6,5405
7023	6,54104
7024	6,54158
7025	6,54213
7026	6,54267
7027	6,54322
7028	6,54376
7029	6,5443
7030	6,54485
7031	6,54539
7032	6,54594
7033	6,54648
7034	6,54702
7035	6,54757
7036	6,54811
7037	6,54865
7038	6,5492
7039	6,54974
7040	6,55028
7041	6,55083
7042	6,55137
7043	6,55191
7044	6,55246
7045	6,553
7046	6,55354
7047	6,55409
7048	6,55463
7049	6,55517
7050	6,55571
7051	6,55626
7052	6,5568
7053	6,55734
7054	6,55789
7055	6,55843
7056	6,55897
7057	6,55951
7058	6,56006
7059	6,5606
7060	6,56114
7061	6,56168
7062	6,56222
7063	6,56277
7064	6,56331
7065	6,56385
7066	6,56439
7067	6,56494
7068	6,56548
7069	6,56602
7070	6,56656
7071	6,5671
7072	6,56764
7073	6,56819
7074	6,56873
7075	6,56927
7076	6,56981
7077	6,57035
7078	6,57089
7079	6,57144
7080	6,57198
7081	6,57252
7082	6,57306
7083	6,5736
7084	6,57414
7085	6,57468
7086	6,57522
7087	6,57576
7088	6,57631
7089	6,57685
7090	6,57739
7091	6,57793
7092	6,57847
7093	6,57901
7094	6,57955
7095	6,58009
7096	6,58063
7097	6,58117
7098	6,58171
7099	6,58225
7100	6,58279
7101	6,58333
7102	6,58387
7103	6,58441
7104	6,58495
7105	6,58549
7106	6,58603
7107	6,58657
7108	6,58711
